1,500,250,0.05,251.007,291.981,15.6622
1,600,250,0.05,259.207,304.693,17.0302
1,700,250,0.05,253.017,294.002,22.6857
1,800,250,0.05,255.147,296.757,28.8338
1,900,250,0.05,254.506,303.842,28.1848
1,1000,250,0.05,263.307,301.41,30.7555
2,500,250,0.05,310.124,377.44,20.7115
2,600,250,0.05,327.426,369.823,25.4846
2,700,250,0.05,321.974,366.771,29.1571
2,800,250,0.05,321.754,371.219,33.504
2,900,250,0.05,321.762,395.554,36.1533
2,1000,250,0.05,316.265,376.538,41.7939
3,500,250,0.05,247.129,302.37,19.091
3,600,250,0.05,251.811,309.582,19.0697
3,700,250,0.05,256.486,296.723,22.0432
3,800,250,0.05,259.681,304.211,25.8879
3,900,250,0.05,253.504,306.525,27.9474
3,1000,250,0.05,254.582,298.439,30.6016
4,500,250,0.05,315.24,373.182,24.283
4,600,250,0.05,322.09,379.549,28.9375
4,700,250,0.05,312.584,365.512,33.6117
4,800,250,0.05,330.087,378.536,38.4057
4,900,250,0.05,315.774,374.364,43.6294
4,1000,250,0.05,329.51,372.955,47.2562
5,500,250,0.05,166.143,193.666,10.4847
5,600,250,0.05,163.878,193.723,12.5089
5,700,250,0.05,168.977,193.054,14.7266
5,800,250,0.05,170.244,200.335,16.6918
5,900,250,0.05,168.812,196.392,18.8945
5,1000,250,0.05,168.665,195.7,21.0149
6,500,250,0.05,225.7,246.617,16.3308
6,600,250,0.05,224.476,249.738,19.5113
6,700,250,0.05,218.676,250.348,22.9425
6,800,250,0.05,221.985,255.05,26.0095
6,900,250,0.05,218.513,256.274,29.5022
6,1000,250,0.05,221.804,257.501,32.8318
7,500,250,0.05,316.734,352.329,12.8252
7,600,250,0.05,319.289,349.559,15.3316
7,700,250,0.05,324.453,369.174,17.9478
7,800,250,0.05,318.903,370.129,21.6419
7,900,250,0.05,320.229,368.029,23.0227
7,1000,250,0.05,321.882,368.271,25.6536
8,500,250,0.05,476.366,535.762,26.1071
8,600,250,0.05,478.595,528.691,31.4022
8,700,250,0.05,485.117,536.708,36.9907
8,800,250,0.05,477.874,535.417,41.9488
8,900,250,0.05,483.431,541.423,46.8798
8,1000,250,0.05,476.033,545.408,51.7803
9,500,250,0.05,279.916,305.707,13.1777
9,600,250,0.05,285.121,310.819,15.6808
9,700,250,0.05,284.603,315.171,18.439
9,800,250,0.05,280.857,308.508,20.9644
9,900,250,0.05,287.907,311.179,23.4854
9,1000,250,0.05,284.167,313.058,26.163
10,500,250,0.05,372.834,415.549,20.6883
10,600,250,0.05,365.824,408.807,25.1793
10,700,250,0.05,368.163,407.74,29.4895
10,800,250,0.05,365.106,420.621,32.9787
10,900,250,0.05,367.29,410.936,36.6299
10,1000,250,0.05,368.999,421.358,41.1714
11,500,250,0.05,247.126,271.917,15.1764
11,600,250,0.05,242.841,276.042,17.1214
11,700,250,0.05,247.574,266.157,19.7985
11,800,250,0.05,244.549,268.254,22.9388
11,900,250,0.05,247.961,270.247,26.2559
11,1000,250,0.05,245.855,271.728,34.9037
12,500,250,0.05,252.866,277.661,17.7262
12,600,250,0.05,252.14,275.082,20.2275
12,700,250,0.05,254.371,274.235,22.6078
12,800,250,0.05,249.496,275.166,25.8328
12,900,250,0.05,252.844,279.261,30.2289
12,1000,250,0.05,251.842,276.104,34.7252
13,500,250,0.05,549.08,595.099,29.9089
13,600,250,0.05,536.42,576.239,32.3359
13,700,250,0.05,546.305,577.082,37.259
13,800,250,0.05,553.457,587.888,42.1907
13,900,250,0.05,549.557,585.844,48.3698
13,1000,250,0.05,540.776,594.756,52.8588
14,500,250,0.05,493.825,521.221,21.9963
14,600,250,0.05,494.672,523.474,25.6378
14,700,250,0.05,488.416,525.325,29.9666
14,800,250,0.05,487.389,538.93,34.3508
14,900,250,0.05,492.778,535.923,39.979
14,1000,250,0.05,493.579,532.966,43.0192
15,500,250,0.05,422.198,467.9,21.0443
15,600,250,0.05,428.681,457.02,25.3812
15,700,250,0.05,433.326,456.15,29.5476
15,800,250,0.05,431.637,451.7,33.7976
15,900,250,0.05,441.802,457.716,38.2505
15,1000,250,0.05,431.978,460.479,42.4566
16,500,250,0.05,300.06,325,12.1538
16,600,250,0.05,303.64,326.905,14.4314
16,700,250,0.05,304.762,327.057,17.0365
16,800,250,0.05,302.092,323.029,19.4524
16,900,250,0.05,302.703,319.029,21.9652
16,1000,250,0.05,303.329,323.056,24.4334
17,500,250,0.05,339.763,360.003,20.1617
17,600,250,0.05,336.067,356.9,24.1381
17,700,250,0.05,333.067,352.788,28.5117
17,800,250,0.05,336.148,351.973,32.3881
17,900,250,0.05,341.833,357.913,36.5284
17,1000,250,0.05,335.199,358.095,40.7174
18,500,250,0.05,241.052,255.875,13.55
18,600,250,0.05,241.438,257,14.7512
18,700,250,0.05,242.474,258,18.1872
18,800,250,0.05,245.846,260,20.9692
18,900,250,0.05,241.984,255.544,21.8817
18,1000,250,0.05,245.247,258,23.949
19,500,250,0.05,880.627,1014.27,119.812
19,600,250,0.05,871.642,1007.61,145.385
19,700,250,0.05,912.873,980.189,168.741
19,800,250,0.05,879.484,1003.94,193.916
19,900,250,0.05,887.705,1017.17,215.134
19,1000,250,0.05,874.59,1009.99,242.59
20,500,250,0.05,762.434,876.346,91.1425
20,600,250,0.05,792.731,877.283,110.84
20,700,250,0.05,757.79,865.64,195.962
20,800,250,0.05,772.738,874.249,179.826
20,900,250,0.05,790.154,871.058,202.01
20,1000,250,0.05,764.034,854.557,222.618
21,500,250,0.05,765.841,882.284,148.522
21,600,250,0.05,790.982,886.09,176.869
21,700,250,0.05,783.518,877.875,205.683
21,800,250,0.05,785.092,887.948,235.736
21,900,250,0.05,798.378,920.326,281.668
21,1000,250,0.05,793.645,894.038,306.965
22,500,250,0.05,843.416,951.642,179.984
22,600,250,0.05,850.415,962.284,200.706
22,700,250,0.05,836.589,922.353,234.645
22,800,250,0.05,827.701,951.648,259.831
22,900,250,0.05,833.347,956.845,251.302
22,1000,250,0.05,832.941,944.808,283.95
23,500,250,0.05,631.925,720.499,120.844
23,600,250,0.05,633.616,706.494,144.468
23,700,250,0.05,638.134,742.155,165.005
23,800,250,0.05,637.9,712.826,187.914
23,900,250,0.05,639.089,735.337,216.933
23,1000,250,0.05,638.378,729.178,235.732
24,500,250,0.05,462.689,519.346,69.5334
24,600,250,0.05,458.357,525.897,79.5837
24,700,250,0.05,459.28,529.16,92.8533
24,800,250,0.05,461.361,518.806,109.779
24,900,250,0.05,461.15,524.619,115.257
24,1000,250,0.05,455.62,525.75,127.422
25,500,250,0.05,1193.28,1258.87,137.938
25,600,250,0.05,1182.62,1270.91,165.201
25,700,250,0.05,1169.4,1261.26,216.726
25,800,250,0.05,1153.21,1283.57,249.129
25,900,250,0.05,1162.77,1276.58,266.798
25,1000,250,0.05,1177.68,1285.1,287.67
26,500,250,0.05,888.096,968.329,80.9699
26,600,250,0.05,873.967,954.247,97.5291
26,700,250,0.05,875.349,949.282,115.454
26,800,250,0.05,877.279,961.613,130.183
26,900,250,0.05,873.084,984.091,158.507
26,1000,250,0.05,874.466,977.866,188.923
27,500,250,0.05,662.345,730.229,73.3413
27,600,250,0.05,672.189,747.041,88.3085
27,700,250,0.05,658.873,749.407,102.436
27,800,250,0.05,666.7,729.784,117.268
27,900,250,0.05,664.067,738.241,131.464
27,1000,250,0.05,667.951,748.189,144.416
28,500,250,0.05,1098.91,1241.11,194.681
28,600,250,0.05,1126.94,1199.1,228.066
28,700,250,0.05,1126.05,1215.44,264.012
28,800,250,0.05,1134.03,1222.64,276.117
28,900,250,0.05,1114.96,1207.84,292.962
28,1000,250,0.05,1120.23,1221.14,331.286
29,500,250,0.05,868.094,950.787,145.718
29,600,250,0.05,868.815,935.667,175.989
29,700,250,0.05,871.313,939.178,204.311
29,800,250,0.05,871.294,947.012,231.761
29,900,250,0.05,866.67,943.927,261
29,1000,250,0.05,877.373,947.286,275.883
30,500,250,0.05,577.95,633.76,63.9844
30,600,250,0.05,578.52,631.629,86.8548
30,700,250,0.05,582.837,629.947,106.754
30,800,250,0.05,581.916,637.533,120.654
30,900,250,0.05,580.288,648.288,132.425
30,1000,250,0.05,582.441,643.522,144.941
31,500,250,0.05,956.844,1016.51,76.1438
31,600,250,0.05,965.325,1018.41,87.9019
31,700,250,0.05,964.991,1018.43,103.368
31,800,250,0.05,959.733,1010.78,116.268
31,900,250,0.05,946.333,1059.27,129.085
31,1000,250,0.05,962.382,1033.07,144.463
32,500,250,0.05,1384.7,1483.27,142.436
32,600,250,0.05,1387.29,1490.11,170.268
32,700,250,0.05,1390.14,1482.32,201.619
32,800,250,0.05,1415.21,1480.65,228.371
32,900,250,0.05,1398.53,1499.84,257.314
32,1000,250,0.05,1406.58,1472.38,285.442
33,500,250,0.05,1218.2,1299.11,145.335
33,600,250,0.05,1214.14,1305.87,175.858
33,700,250,0.05,1224.3,1311.22,205.713
33,800,250,0.05,1225.77,1305.91,235.942
33,900,250,0.05,1218.02,1316.99,265.247
33,1000,250,0.05,1217.69,1309.7,288.951
34,500,250,0.05,1104.15,1178.02,122.048
34,600,250,0.05,1108.18,1172.89,145.661
34,700,250,0.05,1099.45,1182.64,167.458
34,800,250,0.05,1098.77,1179.61,194.301
34,900,250,0.05,1095.13,1158.86,218.778
34,1000,250,0.05,1100.48,1187.21,241.094
35,500,250,0.05,609.81,636.468,58.5494
35,600,250,0.05,606.233,643.125,70.1682
35,700,250,0.05,611.463,640.779,82.6868
35,800,250,0.05,612.262,643.855,93.5099
35,900,250,0.05,610.8,651.539,105.356
35,1000,250,0.05,610.974,646.914,117.224
36,500,250,0.05,809.616,854.558,98.6309
36,600,250,0.05,820.714,853.334,118.467
36,700,250,0.05,816.798,859.544,138.52
36,800,250,0.05,809.838,860.921,157.982
36,900,250,0.05,808.367,858.196,178.741
36,1000,250,0.05,826.367,844.66,196.957
